WIKI10_MIML after preprocessing - No of documents in which a particular label is present,,,
index,freq_count_for_label_in_test,freq_count_for_label_in_train,total_freq_count_for_label
14453,11,19,30
14632,11,19,30
15017,11,19,30
15540,12,18,30
16703,7,23,30
16975,9,21,30
17197,9,21,30
17927,13,17,30
18290,7,23,30
19134,8,22,30
19506,10,20,30
20042,10,20,30
20419,9,21,30
21785,9,21,30
22667,7,23,30
23607,13,17,30
24006,8,22,30
25047,8,22,30
25254,9,21,30
25572,12,18,30
25638,11,19,30
27309,12,18,30
27652,13,17,30
27728,10,20,30
27886,13,17,30
28397,11,19,30
28677,9,21,30
29009,12,18,30
29308,10,20,30
29429,11,19,30
29509,9,21,30
30037,11,19,30
30186,10,20,30
182,8,21,29
1528,12,17,29
1881,11,18,29
2821,12,17,29
2917,8,21,29
3326,9,20,29
3723,11,18,29
3760,8,21,29
4532,17,12,29
4681,11,18,29
5934,10,19,29
6321,5,24,29
6442,12,17,29
7350,9,20,29
7954,13,16,29
8094,8,21,29
8240,9,20,29
8331,12,17,29
8435,8,21,29
8901,11,18,29
9481,9,20,29
9780,10,19,29
10394,11,18,29
10648,10,19,29
11298,12,17,29
11395,9,20,29
11913,11,18,29
11977,11,18,29
12100,8,21,29
13164,10,19,29
13247,11,18,29
13441,9,20,29
14248,8,21,29
15261,9,20,29
16026,14,15,29
18598,12,17,29
19693,11,18,29
20140,7,22,29
20964,11,18,29
21187,9,20,29
21559,10,19,29
21900,9,20,29
22120,13,16,29
22308,9,20,29
22605,9,20,29
24187,10,19,29
24396,10,19,29
26163,9,20,29
26239,11,18,29
26388,10,19,29
27078,10,19,29
28100,10,19,29
28265,6,23,29
28347,5,24,29
28923,9,20,29
29191,14,15,29
30292,11,18,29
30433,11,18,29
30534,5,24,29
30669,13,16,29
30778,5,24,29
1188,6,22,28
1694,9,19,28
1712,7,21,28
3364,7,21,28
3599,10,18,28
3662,11,17,28
3708,6,22,28
3825,10,18,28
5135,12,16,28
5550,8,20,28
5835,6,22,28
6146,14,14,28
6458,11,17,28
6464,10,18,28
6542,6,22,28
7190,9,19,28
7563,8,20,28
7951,14,14,28
7964,10,18,28
8305,8,20,28
8680,6,22,28
8841,8,20,28
8938,8,20,28
9929,13,15,28
11712,7,21,28
11782,9,19,28
14404,10,18,28
14771,9,19,28
14851,8,20,28
16128,9,19,28
17919,8,20,28
17975,11,17,28
18031,9,19,28
20165,9,19,28
20600,8,20,28
22487,13,15,28
22709,9,19,28
23598,9,19,28
24950,6,22,28
25129,8,20,28
25449,8,20,28
25602,5,23,28
26315,8,20,28
27276,8,20,28
28400,10,18,28
28418,10,18,28
28421,7,21,28
28671,6,22,28
28828,7,21,28
28992,8,20,28
29300,5,23,28
29546,9,19,28
29821,7,21,28
658,7,20,27
1521,9,18,27
2631,11,16,27
4012,9,18,27
5029,7,20,27
5199,11,16,27
5791,8,19,27
6304,12,15,27
6667,8,19,27
6684,7,20,27
6761,8,19,27
6877,3,24,27
7138,13,14,27
8352,9,18,27
8548,10,17,27
9738,4,23,27
10261,6,21,27
11039,9,18,27
11375,10,17,27
12808,5,22,27
12854,11,16,27
13063,10,17,27
13461,10,17,27
15644,7,20,27
16028,12,15,27
16424,12,15,27
17154,12,15,27
17641,9,18,27
17697,11,16,27
18593,7,20,27
18937,6,21,27
19390,10,17,27
21608,9,18,27
21914,8,19,27
22241,7,20,27
22272,12,15,27
22822,13,14,27
23968,8,19,27
24110,8,19,27
24248,9,18,27
24431,9,18,27
24474,10,17,27
25688,9,18,27
26531,5,22,27
26811,10,17,27
27109,8,19,27
27795,13,14,27
29106,5,22,27
29885,13,14,27
30330,10,17,27
30539,15,12,27
1623,10,16,26
1703,6,20,26
1917,7,19,26
2545,7,19,26
3010,6,20,26
3134,9,17,26
3452,10,16,26
4343,7,19,26
4358,7,19,26
4713,7,19,26
4716,8,18,26
5048,6,20,26
5245,8,18,26
6238,8,18,26
6623,10,16,26
6870,7,19,26
7089,5,21,26
7180,10,16,26
7323,7,19,26
7866,4,22,26
8052,5,21,26
8129,9,17,26
8382,8,18,26
8560,7,19,26
9054,6,20,26
9394,8,18,26
9441,4,22,26
9483,9,17,26
10490,6,20,26
10676,8,18,26
10869,8,18,26
11232,10,16,26
11399,6,20,26
11654,10,16,26
12058,12,14,26
12754,7,19,26
13076,8,18,26
13102,8,18,26
15129,9,17,26
16162,7,19,26
18463,10,16,26
18686,4,22,26
18729,5,21,26
19498,9,17,26
19850,11,15,26
21510,10,16,26
21644,10,16,26
22052,13,13,26
22657,8,18,26
23335,9,17,26
23462,9,17,26
23540,11,15,26
24143,8,18,26
24361,9,17,26
24540,11,15,26
24734,7,19,26
25018,7,19,26
25266,7,19,26
25289,13,13,26
25880,13,13,26
26202,7,19,26
28234,10,16,26
28602,8,18,26
28740,7,19,26
28895,7,19,26
28947,11,15,26
29002,11,15,26
29255,8,18,26
29542,9,17,26
29600,6,20,26
596,9,16,25
1615,11,14,25
2539,6,19,25
3039,8,17,25
3201,9,16,25
3486,9,16,25
3722,6,19,25
3856,7,18,25
4857,8,17,25
5136,7,18,25
5222,7,18,25
5778,5,20,25
5937,8,17,25
5938,8,17,25
5946,11,14,25
6135,10,15,25
6643,9,16,25
6939,10,15,25
7263,12,13,25
7549,8,17,25
7994,10,15,25
8034,5,20,25
8235,6,19,25
8999,14,11,25
9141,4,21,25
9621,6,19,25
9811,10,15,25
9950,9,16,25
10448,13,12,25
10505,10,15,25
10881,8,17,25
11594,14,11,25
11664,10,15,25
11967,9,16,25
11998,9,16,25
12037,5,20,25
12638,8,17,25
12762,8,17,25
14113,7,18,25
14154,10,15,25
14286,5,20,25
14795,7,18,25
14966,9,16,25
15268,7,18,25
15895,9,16,25
16330,5,20,25
16647,6,19,25
17199,10,15,25
17887,8,17,25
19031,4,21,25
19087,10,15,25
19884,8,17,25
20175,10,15,25
21026,10,15,25
21164,7,18,25
21519,11,14,25
21528,6,19,25
22697,5,20,25
24254,8,17,25
24654,7,18,25
24988,12,13,25
25030,9,16,25
26044,10,15,25
26553,7,18,25
27671,11,14,25
27889,10,15,25
28047,9,16,25
28637,8,17,25
28961,13,12,25
30777,9,16,25
2013,6,18,24
2093,6,18,24
2683,7,17,24
3064,4,20,24
3428,10,14,24
3508,10,14,24
3670,5,19,24
3960,8,16,24
4325,7,17,24
5220,8,16,24
5255,7,17,24
5424,5,19,24
5456,5,19,24
6540,8,16,24
6902,7,17,24
6936,10,14,24
7036,9,15,24
7432,6,18,24
7861,7,17,24
9114,13,11,24
9466,8,16,24
11095,7,17,24
11120,12,12,24
11299,9,15,24
12066,8,16,24
12441,8,16,24
12864,9,15,24
12872,10,14,24
13411,12,12,24
13601,10,14,24
13690,9,15,24
14910,9,15,24
14928,8,16,24
15200,10,14,24
15265,6,18,24
15335,6,18,24
15354,9,15,24
15452,13,11,24
15643,10,14,24
15720,9,15,24
16107,11,13,24
17236,8,16,24
17424,10,14,24
17480,12,12,24
17677,7,17,24
17755,4,20,24
18281,11,13,24
18286,10,14,24
18338,9,15,24
19142,8,16,24
19481,8,16,24
19692,12,12,24
20084,11,13,24
20328,6,18,24
21496,10,14,24
21813,11,13,24
22963,8,16,24
22968,6,18,24
23192,10,14,24
23508,8,16,24
24225,8,16,24
24363,8,16,24
24416,6,18,24
25083,8,16,24
25490,9,15,24
25516,5,19,24
26124,10,14,24
26518,12,12,24
27491,5,19,24
28860,8,16,24
29149,6,18,24
29369,6,18,24
29917,5,19,24
30171,8,16,24
30518,9,15,24
651,6,17,23
795,10,13,23
1186,9,14,23
1261,7,16,23
1604,12,11,23
1720,7,16,23
2145,6,17,23
2163,4,19,23
2258,2,21,23
2411,8,15,23
3062,8,15,23
3078,6,17,23
3210,8,15,23
3288,5,18,23
3332,10,13,23
3487,5,18,23
3963,7,16,23
4077,6,17,23
5390,7,16,23
6230,10,13,23
6522,7,16,23
6683,8,15,23
6807,10,13,23
7330,3,20,23
7566,9,14,23
7740,6,17,23
7811,8,15,23
7860,8,15,23
8008,11,12,23
8257,4,19,23
8301,11,12,23
8302,8,15,23
8378,5,18,23
9393,6,17,23
9475,12,11,23
9524,7,16,23
9882,7,16,23
10066,10,13,23
10582,10,13,23
10675,7,16,23
10787,6,17,23
11015,7,16,23
11060,5,18,23
11214,7,16,23
11787,9,14,23
11825,9,14,23
11862,11,12,23
11948,5,18,23
12148,10,13,23
12334,5,18,23
12359,4,19,23
12467,8,15,23
12643,6,17,23
12949,6,17,23
13580,7,16,23
15635,11,12,23
16119,9,14,23
16228,5,18,23
17332,5,18,23
17414,7,16,23
18155,8,15,23
18350,6,17,23
19277,11,12,23
19816,6,17,23
20376,9,14,23
20761,7,16,23
21405,8,15,23
21944,7,16,23
22576,6,17,23
22602,11,12,23
23279,6,17,23
23376,9,14,23
23827,9,14,23
24467,9,14,23
24867,6,17,23
24933,6,17,23
26086,9,14,23
26627,8,15,23
27067,3,20,23
27181,8,15,23
27353,11,12,23
28081,8,15,23
28731,8,15,23
29316,10,13,23
29777,6,17,23
29849,3,20,23
30069,7,16,23
30237,8,15,23
32,7,15,22
113,6,16,22
134,8,14,22
243,6,16,22
570,8,14,22
895,4,18,22
945,6,16,22
1919,7,15,22
2028,5,17,22
3012,8,14,22
3438,8,14,22
3786,8,14,22
3935,10,12,22
4119,7,15,22
4239,11,11,22
4314,9,13,22
4494,6,16,22
5298,5,17,22
5470,5,17,22
5563,7,15,22
5578,6,16,22
6199,6,16,22
6486,7,15,22
6490,5,17,22
6759,11,11,22
7512,9,13,22
7715,7,15,22
7808,5,17,22
8547,6,16,22
8788,5,17,22
9193,9,13,22
9249,9,13,22
9547,5,17,22
9770,7,15,22
9988,8,14,22
9992,6,16,22
10041,6,16,22
10136,8,14,22
10535,8,14,22
10964,5,17,22
11138,8,14,22
11202,3,19,22
11414,9,13,22
11635,5,17,22
11942,9,13,22
12091,8,14,22
12799,5,17,22
12994,8,14,22
13010,6,16,22
13349,8,14,22
13410,4,18,22
13455,7,15,22
13538,11,11,22
13608,6,16,22
13942,9,13,22
14480,8,14,22
15125,8,14,22
15146,7,15,22
15534,4,18,22
15671,10,12,22
15811,5,17,22
15959,5,17,22
17052,8,14,22
17188,5,17,22
17920,9,13,22
18212,9,13,22
19861,7,15,22
19972,5,17,22
20184,5,17,22
20425,8,14,22
21389,8,14,22
21800,7,15,22
21897,9,13,22
21918,8,14,22
21921,8,14,22
22004,8,14,22
22894,8,14,22
23107,9,13,22
23226,5,17,22
23859,13,9,22
24136,5,17,22
24220,12,10,22
25189,7,15,22
25547,6,16,22
25987,9,13,22
26030,9,13,22
26325,4,18,22
26396,5,17,22
26808,6,16,22
27093,11,11,22
28099,7,15,22
28171,9,13,22
28269,6,16,22
28826,7,15,22
28887,10,12,22
29603,6,16,22
29997,7,15,22
30081,9,13,22
17,4,17,21
177,8,13,21
1105,8,13,21
1157,8,13,21
1345,6,15,21
1499,7,14,21
1502,5,16,21
1873,5,16,21
1923,10,11,21
2161,2,19,21
2310,6,15,21
2867,6,15,21
3909,8,13,21
4703,8,13,21
4741,5,16,21
5098,10,11,21
5191,10,11,21
5243,8,13,21
6015,6,15,21
6299,8,13,21
6452,8,13,21
6844,7,14,21
6935,9,12,21
7077,4,17,21
7166,6,15,21
7396,4,17,21
7734,10,11,21
7922,9,12,21
7923,11,10,21
8062,11,10,21
8213,7,14,21
8512,10,11,21
8614,5,16,21
8759,11,10,21
8835,7,14,21
8947,7,14,21
9042,4,17,21
9094,5,16,21
9653,9,12,21
10188,8,13,21
10538,6,15,21
10760,6,15,21
11389,8,13,21
11397,5,16,21
11568,8,13,21
11751,6,15,21
11984,7,14,21
12314,8,13,21
12409,7,14,21
12758,8,13,21
13463,7,14,21
14446,5,16,21
14479,7,14,21
14591,6,15,21
15404,3,18,21
15541,7,14,21
15563,7,14,21
15733,8,13,21
16201,4,17,21
16750,10,11,21
17514,9,12,21
18239,5,16,21
18316,5,16,21
18367,11,10,21
18399,9,12,21
18672,6,15,21
19276,6,15,21
19384,8,13,21
19672,8,13,21
19986,8,13,21
20093,9,12,21
20137,12,9,21
20448,6,15,21
21445,8,13,21
22228,5,16,21
22778,4,17,21
22785,4,17,21
23150,9,12,21
23225,5,16,21
23278,4,17,21
23503,8,13,21
24035,9,12,21
24231,7,14,21
24602,5,16,21
24775,8,13,21
24864,7,14,21
25333,7,14,21
25398,7,14,21
25755,6,15,21
26157,9,12,21
26539,8,13,21
27426,7,14,21
27562,6,15,21
27589,6,15,21
27911,6,15,21
28316,10,11,21
29043,9,12,21
29461,8,13,21
29570,8,13,21
29738,6,15,21
30302,7,14,21
2,7,13,20
246,6,14,20
347,7,13,20
2188,8,12,20
2667,6,14,20
2910,9,11,20
2986,5,15,20
3037,5,15,20
3101,5,15,20
3331,6,14,20
4011,7,13,20
4293,6,14,20
4433,6,14,20
4813,6,14,20
4853,7,13,20
4905,5,15,20
4979,9,11,20
4990,6,14,20
5248,6,14,20
5676,7,13,20
6043,7,13,20
6195,5,15,20
7076,7,13,20
7463,6,14,20
7652,9,11,20
7931,4,16,20
7976,7,13,20
8354,5,15,20
9035,6,14,20
9474,11,9,20
9493,10,10,20
9707,6,14,20
9753,12,8,20
10968,5,15,20
11211,5,15,20
11302,6,14,20
11352,6,14,20
11690,6,14,20
12143,4,16,20
12183,8,12,20
12360,9,11,20
12635,6,14,20
13185,8,12,20
13798,5,15,20
13947,6,14,20
14283,7,13,20
14555,7,13,20
14596,9,11,20
14709,9,11,20
14972,9,11,20
15333,11,9,20
16297,7,13,20
16314,6,14,20
16515,10,10,20
16583,12,8,20
16653,6,14,20
17984,5,15,20
18030,10,10,20
18423,8,12,20
18603,6,14,20
19119,8,12,20
19178,7,13,20
19218,8,12,20
19682,4,16,20
20118,6,14,20
20232,8,12,20
20321,8,12,20
20352,7,13,20
20375,7,13,20
20700,8,12,20
21285,8,12,20
21353,7,13,20
21933,7,13,20
22230,8,12,20
22351,7,13,20
22430,6,14,20
22545,8,12,20
22603,8,12,20
22673,10,10,20
22690,7,13,20
22733,3,17,20
23254,6,14,20
24239,6,14,20
24629,8,12,20
25208,6,14,20
25211,6,14,20
25290,8,12,20
25504,4,16,20
25769,8,12,20
25933,11,9,20
26061,7,13,20
26528,10,10,20
26872,7,13,20
26938,4,16,20
27282,8,12,20
27588,7,13,20
27651,9,11,20
27906,7,13,20
28223,7,13,20
28314,9,11,20
28344,8,12,20
28883,8,12,20
28987,4,16,20
29012,5,15,20
29661,7,13,20
30152,7,13,20
30191,11,9,20
30373,3,17,20
1,5,14,19
79,5,14,19
655,8,11,19
657,5,14,19
1510,6,13,19
1611,4,15,19
1715,5,14,19
1820,5,14,19
1938,6,13,19
2119,3,16,19
2319,9,10,19
2359,7,12,19
2522,9,10,19
2767,5,14,19
3648,7,12,19
3681,6,13,19
3692,5,14,19
3695,8,11,19
3997,8,11,19
3998,2,17,19
4032,6,13,19
4235,7,12,19
4424,4,15,19
4624,4,15,19
4808,7,12,19
4860,7,12,19
5273,7,12,19
5586,9,10,19
6083,4,15,19
6257,5,14,19
6456,7,12,19
6767,6,13,19
7068,3,16,19
7441,7,12,19
7503,9,10,19
7913,8,11,19
8204,6,13,19
8226,7,12,19
8628,7,12,19
8763,6,13,19
8798,6,13,19
9182,3,16,19
9452,4,15,19
10117,12,7,19
10155,3,16,19
10253,6,13,19
11678,6,13,19
11750,3,16,19
11768,8,11,19
11902,6,13,19
11978,5,14,19
12149,4,15,19
12289,5,14,19
12461,5,14,19
12727,9,10,19
12831,8,11,19
12999,7,12,19
13109,9,10,19
13123,5,14,19
13251,6,13,19
13728,5,14,19
13957,7,12,19
14358,5,14,19
14371,9,10,19
14471,6,13,19
14496,5,14,19
14690,11,8,19
14704,9,10,19
14819,7,12,19
14982,7,12,19
15109,5,14,19
15669,8,11,19
15861,7,12,19
16346,6,13,19
16412,5,14,19
17050,4,15,19
17087,6,13,19
17862,7,12,19
18256,3,16,19
18489,6,13,19
18614,6,13,19
18683,9,10,19
18693,5,14,19
18908,6,13,19
19171,4,15,19
19235,9,10,19
19297,7,12,19
20239,6,13,19
21495,6,13,19
21662,7,12,19
22333,5,14,19
22717,11,8,19
22966,7,12,19
22975,4,15,19
22995,7,12,19
23213,9,10,19
23250,8,11,19
23276,4,15,19
23352,7,12,19
23427,5,14,19
23703,6,13,19
23903,8,11,19
23982,11,8,19
24048,7,12,19
24297,9,10,19
24561,9,10,19
24642,6,13,19
24653,6,13,19
24926,8,11,19
25026,9,10,19
25082,6,13,19
25539,7,12,19
25598,6,13,19
26019,8,11,19
26085,5,14,19
26280,5,14,19
26471,10,9,19
26504,3,16,19
26622,7,12,19
26877,3,16,19
27027,8,11,19
27111,4,15,19
27519,8,11,19
27647,7,12,19
27910,4,15,19
28013,9,10,19
28325,10,9,19
28343,9,10,19
28494,6,13,19
29060,10,9,19
29475,5,14,19
29948,7,12,19
30120,7,12,19
30165,7,12,19
30174,9,10,19
30206,6,13,19
30382,3,16,19
30881,6,13,19
30922,8,11,19
563,4,14,18
618,4,14,18
784,3,15,18
906,7,11,18
1192,4,14,18
1307,4,14,18
2339,3,15,18
2490,3,15,18
2935,6,12,18
2947,4,14,18
2987,9,9,18
2997,7,11,18
3739,4,14,18
3796,7,11,18
4205,4,14,18
4434,7,11,18
4500,4,14,18
4512,7,11,18
4674,6,12,18
4896,4,14,18
4928,6,12,18
5039,7,11,18
5138,5,13,18
5291,7,11,18
5353,6,12,18
5458,6,12,18
5487,9,9,18
5511,6,12,18
5666,7,11,18
5683,8,10,18
5802,4,14,18
5961,7,11,18
6081,4,14,18
6851,6,12,18
7414,8,10,18
7496,4,14,18
7650,3,15,18
8223,2,16,18
8484,5,13,18
8753,9,9,18
8962,3,15,18
9337,7,11,18
9370,7,11,18
9449,6,12,18
9610,6,12,18
9660,2,16,18
10099,9,9,18
10921,4,14,18
10938,8,10,18
10999,3,15,18
11013,8,10,18
11434,11,7,18
11502,4,14,18
11876,7,11,18
11879,7,11,18
12724,7,11,18
12741,4,14,18
12962,5,13,18
13162,3,15,18
13182,5,13,18
13267,5,13,18
13303,4,14,18
13352,8,10,18
14278,7,11,18
14630,6,12,18
15369,5,13,18
15735,6,12,18
15741,4,14,18
16337,1,17,18
16955,6,12,18
17247,6,12,18
17413,6,12,18
17487,8,10,18
18445,7,11,18
18534,6,12,18
18587,9,9,18
18612,6,12,18
18650,3,15,18
18757,2,16,18
18882,5,13,18
19248,4,14,18
19287,8,10,18
20315,5,13,18
20372,4,14,18
20550,4,14,18
20906,4,14,18
21290,5,13,18
21309,5,13,18
21407,6,12,18
21450,8,10,18
21541,8,10,18
21565,5,13,18
21643,6,12,18
21938,6,12,18
21955,8,10,18
21974,2,16,18
22273,8,10,18
22352,7,11,18
22630,5,13,18
22810,7,11,18
22952,8,10,18
23115,3,15,18
23183,7,11,18
23329,6,12,18
23461,6,12,18
23559,9,9,18
23603,6,12,18
24009,3,15,18
24570,3,15,18
24672,8,10,18
25233,9,9,18
25281,3,15,18
25757,6,12,18
25931,6,12,18
26387,5,13,18
26876,8,10,18
26960,8,10,18
27128,6,12,18
27293,8,10,18
27399,8,10,18
27658,4,14,18
27884,7,11,18
27994,9,9,18
28059,7,11,18
28353,8,10,18
29670,6,12,18
29762,10,8,18
29804,9,9,18
29910,7,11,18
29916,5,13,18
29934,4,14,18
30023,6,12,18
30163,6,12,18
30222,5,13,18
30547,7,11,18
30754,5,13,18
23,5,12,17
990,7,10,17
1046,5,12,17
1207,8,9,17
1366,7,10,17
1372,2,15,17
1416,5,12,17
1618,4,13,17
1668,9,8,17
2176,4,13,17
2265,6,11,17
2650,5,12,17
2905,3,14,17
2942,9,8,17
3035,5,12,17
3386,4,13,17
3622,5,12,17
3829,7,10,17
4345,5,12,17
4411,8,9,17
4612,10,7,17
4715,6,11,17
4934,9,8,17
5443,5,12,17
5685,4,13,17
5965,6,11,17
6032,9,8,17
6134,6,11,17
6506,6,11,17
6547,8,9,17
6654,8,9,17
7477,5,12,17
7559,4,13,17
7670,5,12,17
7691,9,8,17
7701,6,11,17
8033,5,12,17
8364,5,12,17
8455,4,13,17
8601,5,12,17
8617,5,12,17
8761,3,14,17
8799,7,10,17
8887,3,14,17
9102,7,10,17
9149,4,13,17
9724,4,13,17
9826,4,13,17
10009,5,12,17
10282,7,10,17
10989,5,12,17
11239,5,12,17
11257,6,11,17
11455,2,15,17
11573,8,9,17
11600,6,11,17
11744,12,5,17
12174,6,11,17
12348,4,13,17
12382,4,13,17
12386,4,13,17
13273,7,10,17
13937,6,11,17
14253,5,12,17
14529,9,8,17
15097,3,14,17
15258,7,10,17
15285,5,12,17
15428,5,12,17
16871,6,11,17
17587,3,14,17
17679,4,13,17
17797,4,13,17
17913,4,13,17
18068,5,12,17
18090,6,11,17
18312,8,9,17
18786,5,12,17
19281,3,14,17
19284,4,13,17
19364,1,16,17
19792,4,13,17
19926,4,13,17
19955,6,11,17
20174,5,12,17
20327,4,13,17
20331,5,12,17
20520,6,11,17
20833,5,12,17
21258,6,11,17
21448,8,9,17
21492,6,11,17
22058,7,10,17
22291,5,12,17
22390,5,12,17
22543,7,10,17
22716,9,8,17
22799,6,11,17
22806,6,11,17
22886,6,11,17
23187,6,11,17
23298,8,9,17
23332,10,7,17
23629,7,10,17
23870,2,15,17
23931,10,7,17
24084,5,12,17
24141,5,12,17
24803,3,14,17
25034,2,15,17
25175,5,12,17
25242,4,13,17
25358,6,11,17
25519,8,9,17
25847,5,12,17
25852,7,10,17
25895,4,13,17
26492,6,11,17
26493,4,13,17
26895,4,13,17
27050,6,11,17
27198,6,11,17
27278,7,10,17
27757,8,9,17
28122,6,11,17
28542,7,10,17
28753,6,11,17
28915,7,10,17
29587,6,11,17
30150,3,14,17
30159,6,11,17
30172,6,11,17
30241,4,13,17
30338,4,13,17
105,5,11,16
140,4,12,16
235,3,13,16
403,7,9,16
653,5,11,16
1038,8,8,16
1074,5,11,16
1113,6,10,16
1198,1,15,16
1337,3,13,16
1544,4,12,16
1773,3,13,16
1805,3,13,16
1928,6,10,16
2353,7,9,16
2463,5,11,16
3080,5,11,16
3162,7,9,16
3207,7,9,16
3395,6,10,16
3474,8,8,16
3517,7,9,16
3994,4,12,16
4053,6,10,16
4203,4,12,16
4489,7,9,16
4507,7,9,16
4775,6,10,16
4816,7,9,16
5054,5,11,16
5387,2,14,16
5764,4,12,16
6001,4,12,16
6652,6,10,16
6698,5,11,16
6948,3,13,16
7004,3,13,16
7389,3,13,16
8210,8,8,16
8320,5,11,16
8375,9,7,16
8436,6,10,16
8930,6,10,16
8945,6,10,16
9006,5,11,16
9008,4,12,16
9204,9,7,16
9468,9,7,16
9540,5,11,16
9543,9,7,16
9773,5,11,16
10075,6,10,16
10426,7,9,16
10616,4,12,16
10647,3,13,16
10709,4,12,16
10738,4,12,16
10782,2,14,16
11171,3,13,16
11181,4,12,16
11504,7,9,16
11947,6,10,16
12292,5,11,16
12338,4,12,16
12429,3,13,16
12438,5,11,16
12500,5,11,16
12562,5,11,16
12797,6,10,16
12805,6,10,16
13302,8,8,16
13324,5,11,16
13912,3,13,16
14118,7,9,16
14761,5,11,16
14876,6,10,16
14963,5,11,16
15390,9,7,16
15537,5,11,16
15810,4,12,16
15961,3,13,16
15965,6,10,16
16029,10,6,16
16062,4,12,16
16294,5,11,16
16350,6,10,16
16610,9,7,16
17089,3,13,16
17246,5,11,16
17546,7,9,16
17611,5,11,16
17765,9,7,16
17850,5,11,16
18294,4,12,16
18334,4,12,16
18365,5,11,16
18411,7,9,16
18552,7,9,16
18922,5,11,16
19775,4,12,16
19989,5,11,16
20365,3,13,16
20464,6,10,16
20547,6,10,16
20595,5,11,16
20661,5,11,16
20714,5,11,16
20753,4,12,16
20937,6,10,16
21969,6,10,16
21971,7,9,16
22061,7,9,16
22068,4,12,16
22216,7,9,16
22350,2,14,16
22760,5,11,16
22941,6,10,16
23383,6,10,16
23520,6,10,16
23572,8,8,16
23602,4,12,16
23741,5,11,16
23895,5,11,16
23954,5,11,16
24093,5,11,16
24156,4,12,16
24335,6,10,16
24362,6,10,16
24453,8,8,16
24459,4,12,16
24536,3,13,16
24627,6,10,16
24824,5,11,16
25180,8,8,16
25217,6,10,16
25339,5,11,16
25392,3,13,16
25566,7,9,16
25674,6,10,16
25967,2,14,16
25984,6,10,16
26228,6,10,16
26423,4,12,16
26515,7,9,16
26615,6,10,16
26667,6,10,16
26752,4,12,16
27298,3,13,16
27305,5,11,16
27427,8,8,16
27482,8,8,16
27526,5,11,16
27687,6,10,16
27754,2,14,16
27861,7,9,16
28806,3,13,16
29062,6,10,16
29132,4,12,16
29137,5,11,16
29257,4,12,16
29499,6,10,16
29673,3,13,16
30314,7,9,16
98,6,9,15
288,5,10,15
540,4,11,15
934,3,12,15
1130,5,10,15
1238,8,7,15
1273,6,9,15
1291,6,9,15
1674,4,11,15
1760,6,9,15
1779,6,9,15
1789,5,10,15
2035,6,9,15
2056,7,8,15
2069,5,10,15
2154,4,11,15
2165,5,10,15
2259,7,8,15
2524,5,10,15
2717,6,9,15
2738,5,10,15
2884,5,10,15
3086,7,8,15
3279,6,9,15
3621,3,12,15
3666,1,14,15
3756,4,11,15
4146,5,10,15
4150,5,10,15
4170,5,10,15
4227,4,11,15
4249,5,10,15
4346,3,12,15
4516,7,8,15
4617,3,12,15
5065,3,12,15
5282,8,7,15
5384,5,10,15
5498,7,8,15
5617,6,9,15
5626,4,11,15
5752,7,8,15
5917,6,9,15
6536,3,12,15
6689,2,13,15
6975,5,10,15
7027,5,10,15
7376,6,9,15
7645,5,10,15
7657,5,10,15
8199,8,7,15
8544,3,12,15
8615,7,8,15
8652,4,11,15
8981,4,11,15
9022,3,12,15
9105,5,10,15
9142,2,13,15
9372,4,11,15
9692,4,11,15
9775,5,10,15
9879,5,10,15
10266,7,8,15
10962,7,8,15
10972,7,8,15
11067,5,10,15
11443,8,7,15
11474,8,7,15
11499,6,9,15
11555,8,7,15
11830,6,9,15
12281,6,9,15
12434,1,14,15
12648,5,10,15
12728,7,8,15
12731,4,11,15
12845,6,9,15
13120,3,12,15
13421,3,12,15
13567,6,9,15
13996,5,10,15
14218,7,8,15
14417,5,10,15
14750,4,11,15
14809,3,12,15
15213,4,11,15
15477,3,12,15
15638,6,9,15
15834,5,10,15
15898,4,11,15
16004,4,11,15
16105,7,8,15
16713,5,10,15
16813,3,12,15
17048,2,13,15
17656,5,10,15
17810,5,10,15
18107,5,10,15
18620,5,10,15
18635,5,10,15
18734,3,12,15
18966,5,10,15
19084,3,12,15
19156,5,10,15
19186,3,12,15
19231,4,11,15
19286,5,10,15
19386,5,10,15
19625,6,9,15
19634,4,11,15
19760,4,11,15
19839,4,11,15
20043,8,7,15
20057,3,12,15
20389,6,9,15
20757,4,11,15
20805,3,12,15
21133,3,12,15
21265,3,12,15
21447,5,10,15
21582,5,10,15
21847,3,12,15
21889,3,12,15
22201,9,6,15
22312,6,9,15
22356,5,10,15
22434,5,10,15
22826,6,9,15
22874,10,5,15
23132,4,11,15
23229,9,6,15
23257,7,8,15
23291,5,10,15
23359,5,10,15
23474,6,9,15
23599,5,10,15
23962,6,9,15
24060,4,11,15
24117,5,10,15
24223,5,10,15
24313,7,8,15
24590,5,10,15
25040,5,10,15
25077,3,12,15
25093,4,11,15
25161,7,8,15
25174,6,9,15
25183,4,11,15
25213,4,11,15
25356,3,12,15
25441,8,7,15
25538,5,10,15
25552,0,15,15
25555,3,12,15
25648,4,11,15
25779,4,11,15
26006,5,10,15
26394,6,9,15
26625,9,6,15
26867,6,9,15
27063,3,12,15
27175,6,9,15
27213,5,10,15
27339,7,8,15
27558,7,8,15
27857,3,12,15
28182,3,12,15
28251,4,11,15
28340,4,11,15
28374,5,10,15
28391,5,10,15
